,ticker,corp_name,market
794,034230,파라다이스,KOSPI
795,005690,파미셀,KOSPI
796,036580,팜스코,KOSPI
797,004720,팜젠사이언스,KOSPI
798,028670,팬오션,KOSPI
799,010820,퍼스텍,KOSPI
800,016800,퍼시스,KOSPI
801,001020,페이퍼코리아,KOSPI
802,090080,평화산업,KOSPI
803,010770,평화홀딩스,KOSPI
804,022100,포스코DX,KOSPI
805,058430,포스코스틸리온,KOSPI
806,047050,포스코인터내셔널,KOSPI
807,003670,포스코퓨처엠,KOSPI
808,017810,풀무원,KOSPI
809,103140,풍산,KOSPI
810,005810,풍산홀딩스,KOSPI
811,950210,프레스티지바이오파마,KOSPI
812,009810,플레이그램,KOSPI
813,086790,하나금융지주,KOSPI
814,293480,하나제약,KOSPI
815,039130,하나투어,KOSPI
816,352820,하이브,KOSPI
817,071090,하이스틸,KOSPI
818,000080,하이트진로,KOSPI
819,000087,하이트진로2우B,KOSPI
820,000140,하이트진로홀딩스,KOSPI
821,000145,하이트진로홀딩스우,KOSPI
822,152550,한국ANKOR유전,KOSPI
823,036460,한국가스공사,KOSPI
824,005430,한국공항,KOSPI
825,071050,한국금융지주,KOSPI
826,071055,한국금융지주우,KOSPI
827,010040,한국내화,KOSPI
828,025540,한국단자,KOSPI
829,010100,한국무브넥스,KOSPI
830,004090,한국석유,KOSPI
831,002200,한국수출포장,KOSPI
832,002960,한국쉘석유,KOSPI
833,000240,한국앤컴퍼니,KOSPI
834,123890,한국자산신탁,KOSPI
835,015760,한국전력,KOSPI
836,006200,한국전자홀딩스,KOSPI
837,027970,한국제지,KOSPI
838,023350,한국종합기술,KOSPI
839,025890,한국주강,KOSPI
840,000970,한국주철관,KOSPI
841,104700,한국철강,KOSPI
842,017960,한국카본,KOSPI
843,161890,한국콜마,KOSPI
844,161390,한국타이어앤테크놀로지,KOSPI
845,034830,한국토지신탁,KOSPI
846,007280,한국특강,KOSPI
847,047810,한국항공우주,KOSPI
848,123690,한국화장품,KOSPI
849,003350,한국화장품제조,KOSPI
850,011500,한농화성,KOSPI
851,002390,한독,KOSPI
852,053690,한미글로벌,KOSPI
853,042700,한미반도체,KOSPI
854,008930,한미사이언스,KOSPI
855,128940,한미약품,KOSPI
856,009240,한샘,KOSPI
857,020000,한섬,KOSPI
858,003680,한성기업,KOSPI
859,105630,한세실업,KOSPI
860,069640,한세엠케이,KOSPI
861,016450,한세예스24홀딩스,KOSPI
862,010420,한솔PNS,KOSPI
863,009180,한솔로지스틱스,KOSPI
864,213500,한솔제지,KOSPI
865,014680,한솔케미칼,KOSPI
866,004710,한솔테크닉스,KOSPI
867,004150,한솔홀딩스,KOSPI
868,025750,한솔홈데코,KOSPI
869,004960,한신공영,KOSPI
870,011700,한신기계,KOSPI
871,001750,한양증권,KOSPI
872,001755,한양증권우,KOSPI
873,018880,한온시스템,KOSPI
874,009420,한올바이오파마,KOSPI
875,014130,한익스프레스,KOSPI
876,300720,한일시멘트,KOSPI
877,002220,한일철강,KOSPI
878,006390,한일현대시멘트,KOSPI
879,003300,한일홀딩스,KOSPI
880,051600,한전KPS,KOSPI
881,052690,한전기술,KOSPI
882,130660,한전산업,KOSPI
883,002320,한진,KOSPI
884,003480,한진중공업홀딩스,KOSPI
885,180640,한진칼,KOSPI
886,18064K,한진칼우,KOSPI
887,005110,한창,KOSPI
888,009460,한창제지,KOSPI
889,372910,한컴라이프케어,KOSPI
890,000880,한화,KOSPI
891,00088K,한화3우B,KOSPI
892,452260,한화갤러리아,KOSPI
893,45226K,한화갤러리아우,KOSPI
894,451800,한화리츠,KOSPI
895,489790,한화비전,KOSPI
896,088350,한화생명,KOSPI
897,000370,한화손해보험,KOSPI
898,009830,한화솔루션,KOSPI
899,009835,한화솔루션우,KOSPI
900,272210,한화시스템,KOSPI
901,012450,한화에어로스페이스,KOSPI
902,082740,한화엔진,KOSPI
903,042660,한화오션,KOSPI
904,000885,한화우,KOSPI
905,003530,한화투자증권,KOSPI
906,003535,한화투자증권우,KOSPI
907,195870,해성디에스,KOSPI
908,101530,해태제과식품,KOSPI
909,143210,핸즈코퍼레이션,KOSPI
910,000720,현대건설,KOSPI
911,000725,현대건설우,KOSPI
912,453340,현대그린푸드,KOSPI
913,086280,현대글로비스,KOSPI
914,064350,현대로템,KOSPI
915,079430,현대리바트,KOSPI
916,012330,현대모비스,KOSPI
917,069960,현대백화점,KOSPI
918,004560,현대비앤지스틸,KOSPI
919,004310,현대약품,KOSPI
920,017800,현대엘리베이,KOSPI
921,307950,현대오토에버,KOSPI
922,011210,현대위아,KOSPI
923,004020,현대제철,KOSPI
924,005440,현대지에프홀딩스,KOSPI
925,005380,현대차,KOSPI
926,005387,현대차2우B,KOSPI
927,005389,현대차3우B,KOSPI
928,005385,현대차우,KOSPI
929,001500,현대차증권,KOSPI
930,011760,현대코퍼레이션,KOSPI
931,227840,현대코퍼레이션홀딩스,KOSPI
932,126560,현대퓨처넷,KOSPI
933,001450,현대해상,KOSPI
934,057050,현대홈쇼핑,KOSPI
935,093240,형지엘리트,KOSPI
936,003010,혜인,KOSPI
937,111110,호전실업,KOSPI
938,008770,호텔신라,KOSPI
939,008775,호텔신라우,KOSPI
940,378850,화승알앤에이,KOSPI
941,241590,화승엔터프라이즈,KOSPI
942,006060,화승인더,KOSPI
943,013520,화승코퍼레이션,KOSPI
944,010690,화신,KOSPI
945,133820,화인베스틸,KOSPI
946,010660,화천기계,KOSPI
947,000850,화천기공,KOSPI
948,016580,환인제약,KOSPI
949,032560,황금에스티,KOSPI
950,004800,효성,KOSPI
951,094280,효성ITX,KOSPI
952,298040,효성중공업,KOSPI
953,298020,효성티앤씨,KOSPI
954,298000,효성화학,KOSPI
955,093370,후성,KOSPI
956,005870,휴니드,KOSPI
957,079980,휴비스,KOSPI
958,005010,휴스틸,KOSPI
959,000540,흥국화재,KOSPI
960,000545,흥국화재우,KOSPI
961,003280,흥아해운,KOSPI
962,060310,3S,KOSDAQ
963,054620,APS,KOSDAQ
964,265520,AP시스템,KOSDAQ
965,211270,AP위성,KOSDAQ
966,109960,AP헬스케어,KOSDAQ
967,139050,BF랩스,KOSDAQ
968,126600,BGF에코머티리얼즈,KOSDAQ
969,013720,CBI,KOSDAQ
970,083790,CG인바이츠,KOSDAQ
971,035760,CJ ENM,KOSDAQ
972,311690,CJ 바이오사이언스,KOSDAQ
973,051500,CJ프레시웨이,KOSDAQ
974,058820,CMG제약,KOSDAQ
975,023460,CNH,KOSDAQ
976,056730,CNT85,KOSDAQ
977,065770,CS,KOSDAQ
978,083660,CSA 코스믹,KOSDAQ
979,456440,DB금융스팩11호,KOSDAQ
980,477760,DB금융스팩12호,KOSDAQ
981,099520,DGI,KOSDAQ
982,060900,DGP,KOSDAQ
983,290120,DH오토리드,KOSDAQ
984,025440,DH오토웨어,KOSDAQ
985,068790,DMS,KOSDAQ
986,241520,DSC인베스트먼트,KOSDAQ
987,180400,DXVX,KOSDAQ
988,245620,EDGC,KOSDAQ
989,037370,EG,KOSDAQ
990,050120,ES큐브,KOSDAQ
991,214270,FSN,KOSDAQ
992,130500,GH신소재,KOSDAQ
993,900290,GRT,KOSDAQ
994,083450,GST,KOSDAQ
995,297890,HB솔루션,KOSDAQ
996,440290,HB인베스트먼트,KOSDAQ
997,078150,HB테크놀러지,KOSDAQ
998,195940,HK이노엔,KOSDAQ
999,028300,HLB,KOSDAQ
1000,278650,HLB바이오스텝,KOSDAQ
1001,067630,HLB생명과학,KOSDAQ
1002,024850,HLB이노베이션,KOSDAQ
1003,187420,HLB제넥스,KOSDAQ
1004,047920,HLB제약,KOSDAQ
1005,115450,HLB테라퓨틱스,KOSDAQ
1006,046210,HLB파나진,KOSDAQ
1007,403870,HPSP,KOSDAQ
1008,036640,HRS,KOSDAQ
1009,439730,IBKS제20호스팩,KOSDAQ
1010,442770,IBKS제21호스팩,KOSDAQ
1011,448760,IBKS제22호스팩,KOSDAQ
1012,467930,IBKS제23호스팩,KOSDAQ
1013,469480,IBKS제24호스팩,KOSDAQ
1014,095340,ISC,KOSDAQ
1015,950170,JTC,KOSDAQ
1016,067290,JW신약,KOSDAQ
1017,035900,JYP Ent.,KOSDAQ
1018,318000,KBG,KOSDAQ
1019,024840,KBI메탈,KOSDAQ
1020,024120,KB오토시스,KOSDAQ
1021,455250,KB제25호스팩,KOSDAQ
1022,464680,KB제27호스팩,KOSDAQ
1023,476470,KB제28호스팩,KOSDAQ
1024,478390,KB제29호스팩,KOSDAQ
1025,486630,KB제30호스팩,KOSDAQ
1026,492220,KB제31호스팩,KOSDAQ
1027,021320,KCC건설,KOSDAQ
1028,044180,KD,KOSDAQ
1029,046440,KG모빌리언스,KOSDAQ
1030,151860,KG에코솔루션,KOSDAQ
1031,035600,KG이니시스,KOSDAQ
1032,226360,KH 건설,KOSDAQ
1033,111870,KH 미래물산,KOSDAQ
1034,060720,KH바텍,KOSDAQ
1035,058400,KNN,KOSDAQ
1036,101000,KS인더스트리,KOSDAQ
1037,043610,KT지니뮤직,KOSDAQ
1038,122450,KX,KOSDAQ
1039,052900,KX하이텍,KOSDAQ
1040,036560,KZ정밀,KOSDAQ
1041,061970,LB세미콘,KOSDAQ
1042,309960,LB인베스트먼트,KOSDAQ
1043,225190,LK삼양,KOSDAQ
1044,060370,LS마린솔루션,KOSDAQ
1045,417200,LS머트리얼즈,KOSDAQ
1046,078020,LS증권,KOSDAQ
1047,322180,LS티라유텍,KOSDAQ
1048,476080,M83,KOSDAQ
1049,086960,MDS테크,KOSDAQ
1050,160550,NEW,KOSDAQ
1051,053290,NE능률,KOSDAQ
1052,060250,NHN KCP,KOSDAQ
1053,104200,NHN벅스,KOSDAQ
1054,222160,NPX,KOSDAQ
1055,024940,PN풍년,KOSDAQ
1056,218410,RFHIC,KOSDAQ
1057,327260,RF머트리얼즈,KOSDAQ
1058,474610,RF시스템즈,KOSDAQ
1059,091340,S&K폴리텍,KOSDAQ
1060,419530,SAMG엔터,KOSDAQ
1061,019550,SBI인베스트먼트,KOSDAQ
1062,950110,SBI핀테크솔루션즈,KOSDAQ
1063,036120,SCI평가정보,KOSDAQ
1064,246960,SCL사이언스,KOSDAQ
1065,099220,SDN,KOSDAQ
1066,036540,SFA반도체,KOSDAQ
1067,255220,SG,KOSDAQ
1068,040610,SG&G,KOSDAQ
1069,049470,SGA,KOSDAQ
1070,184230,SGA솔루션즈,KOSDAQ
1071,016250,SGC E&C,KOSDAQ
1072,357880,SKAI,KOSDAQ
1073,048550,SM C&C,KOSDAQ
1074,063440,SM Life Design,KOSDAQ
1075,067160,SOOP,KOSDAQ
1076,289080,SV인베스트먼트,KOSDAQ
1077,089230,THE E&M,KOSDAQ
1078,032540,TJ미디어,KOSDAQ
1079,022220,TKG애강,KOSDAQ
1080,048770,TPC,KOSDAQ
1081,246690,TS인베스트먼트,KOSDAQ
1082,317240,TS트릴리온,KOSDAQ
1083,057030,YBM넷,KOSDAQ
1084,040300,YTN,KOSDAQ
1085,051390,YW,KOSDAQ
1086,052220,iMBC,KOSDAQ
1087,079940,가비아,KOSDAQ
1088,078890,가온그룹,KOSDAQ
1089,399720,가온칩스,KOSDAQ
1090,036620,감성코퍼레이션,KOSDAQ
1091,198440,강동씨앤엘,KOSDAQ
1092,217730,강스템바이오텍,KOSDAQ
1093,114190,강원에너지,KOSDAQ
1094,094480,갤럭시아머니트리,KOSDAQ
1095,039240,경남스틸,KOSDAQ
1096,053950,경남제약,KOSDAQ
1097,011040,경동제약,KOSDAQ
1098,024910,경창산업,KOSDAQ
1099,049720,고려신용정보,KOSDAQ
1100,014570,고려제약,KOSDAQ
1101,348150,고바이오랩,KOSDAQ
1102,950190,고스트스튜디오,KOSDAQ
1103,098460,고영,KOSDAQ
1104,035290,골드앤에스,KOSDAQ
1105,215000,골프존,KOSDAQ
1106,121440,골프존뉴딘홀딩스,KOSDAQ
1107,366030,공구우먼,KOSDAQ
1108,014200,광림,KOSDAQ
1109,029480,광무,KOSDAQ
1110,026910,광진실업,KOSDAQ
1111,440790,교보13호스팩,KOSDAQ
1112,456490,교보14호스팩,KOSDAQ
1113,465320,교보15호스팩,KOSDAQ
1114,482520,교보16호스팩,KOSDAQ
1115,489210,교보17호스팩,KOSDAQ
1116,053270,구영테크,KOSDAQ
1117,066620,국보디자인,KOSDAQ
1118,043650,국순당,KOSDAQ
1119,006050,국영지앤엠,KOSDAQ
1120,060480,국일신동,KOSDAQ
1121,078130,국일제지,KOSDAQ
1122,307750,국전약품,KOSDAQ
1123,035080,그래디언트,KOSDAQ
1124,453450,그리드위즈,KOSDAQ
1125,204020,그리티,KOSDAQ
1126,402490,그린리소스,KOSDAQ
1127,114450,그린생명과학,KOSDAQ
1128,186230,그린플러스,KOSDAQ
1129,900070,글로벌에스엠,KOSDAQ
1130,204620,글로벌텍스프리,KOSDAQ
1131,019660,글로본,KOSDAQ
1132,053260,금강철강,KOSDAQ
1133,282720,금양그린파워,KOSDAQ
1134,036190,금화피에스시,KOSDAQ
1135,049080,기가레인,KOSDAQ
1136,420770,기가비스,KOSDAQ
1137,035460,기산텔레콤,KOSDAQ
1138,407400,꿈비,KOSDAQ
1139,187790,나노,KOSDAQ
1140,286750,나노브릭,KOSDAQ
1141,121600,나노신소재,KOSDAQ
1142,247660,나노씨엠에스,KOSDAQ
1143,039860,나노엔텍,KOSDAQ
1144,091970,나노캠텍,KOSDAQ
1145,417010,나노팀,KOSDAQ
1146,405920,나라셀라,KOSDAQ
1147,051490,나라엠앤디,KOSDAQ
1148,137080,나래나노텍,KOSDAQ
1149,190510,나무가,KOSDAQ
1150,242040,나무기술,KOSDAQ
1151,089600,나스미디어,KOSDAQ
1152,293580,나우IB,KOSDAQ
1153,138610,나이벡,KOSDAQ
1154,130580,나이스디앤비,KOSDAQ
1155,036800,나이스정보통신,KOSDAQ
1156,267320,나인테크,KOSDAQ
1157,111710,남화산업,KOSDAQ
1158,091590,남화토건,KOSDAQ
1159,168330,내츄럴엔도텍,KOSDAQ
1160,094860,네오리진,KOSDAQ
1161,253590,네오셈,KOSDAQ
1162,212560,네오오토,KOSDAQ
1163,095660,네오위즈,KOSDAQ
1164,042420,네오위즈홀딩스,KOSDAQ
1165,950220,네오이뮨텍,KOSDAQ
1166,311390,네오크레마,KOSDAQ
1167,085910,네오티스,KOSDAQ
1168,092730,네오팜,KOSDAQ
1169,290660,네오펙트,KOSDAQ
1170,306620,네온테크,KOSDAQ
1171,153460,네이블,KOSDAQ
1172,007390,네이처셀,KOSDAQ
1173,033640,네패스,KOSDAQ
1174,330860,네패스아크,KOSDAQ
1175,089140,넥스턴바이오,KOSDAQ
1176,389650,넥스트바이오메디컬,KOSDAQ
1177,137940,넥스트아이,KOSDAQ
1178,396270,넥스트칩,KOSDAQ
1179,348210,넥스틴,KOSDAQ
1180,225570,넥슨게임즈,KOSDAQ
1181,205500,넥써쓰,KOSDAQ
1182,217270,넵튠,KOSDAQ
1183,104620,노랑풍선,KOSDAQ
1184,473980,노머스,KOSDAQ
1185,194700,노바렉스,KOSDAQ
1186,285490,노바텍,KOSDAQ
1187,145170,노브랜드,KOSDAQ
1188,106520,노블엠앤비,KOSDAQ
1189,376930,노을,KOSDAQ
1190,142280,녹십자엠에스,KOSDAQ
1191,234690,녹십자웰빙,KOSDAQ
1192,054050,농우바이오,KOSDAQ
1193,069140,누리플랜,KOSDAQ
1194,040160,누리플렉스,KOSDAQ
1195,332290,누보,KOSDAQ
1196,348340,뉴로메카,KOSDAQ
1197,060260,뉴보텍,KOSDAQ
1198,123840,뉴온,KOSDAQ
1199,012340,뉴인텍,KOSDAQ
1200,270870,뉴트리,KOSDAQ
1201,144960,뉴파워프라즈마,KOSDAQ
1202,085670,뉴프렉스,KOSDAQ
1203,064260,다날,KOSDAQ
1204,340360,다보링크,KOSDAQ
1205,039560,다산네트웍스,KOSDAQ
1206,154040,다산솔루에타,KOSDAQ
1207,032190,다우데이타,KOSDAQ
1208,323350,다원넥스뷰,KOSDAQ
1209,068240,다원시스,KOSDAQ
1210,464580,닷밀,KOSDAQ
1211,020400,대동금속,KOSDAQ
1212,008830,대동기어,KOSDAQ
1213,048470,대동스틸,KOSDAQ
1214,004780,대륙제관,KOSDAQ
1215,017650,대림제지,KOSDAQ
1216,007720,대명소노시즌,KOSDAQ
1217,389260,대명에너지,KOSDAQ
1218,317850,대모,KOSDAQ
1219,290670,대보마그네틱,KOSDAQ
1220,078140,대봉엘에스,KOSDAQ
1221,065150,대산F&B,KOSDAQ
1222,036480,대성미생물,KOSDAQ
1223,027830,대성창투,KOSDAQ
1224,104040,대성파인텍,KOSDAQ
1225,129920,대성하이텍,KOSDAQ
1226,442310,대신밸런스제14호스팩,KOSDAQ
1227,457390,대신밸런스제15호스팩,KOSDAQ
1228,457630,대신밸런스제16호스팩,KOSDAQ
1229,471050,대신밸런스제17호스팩,KOSDAQ
1230,478780,대신밸런스제18호스팩,KOSDAQ
1231,482690,대신밸런스제19호스팩,KOSDAQ
1232,020180,대신정보통신,KOSDAQ
1233,045390,대아티아이,KOSDAQ
1234,108380,대양전기공업,KOSDAQ
1235,007680,대원,KOSDAQ
1236,048910,대원미디어,KOSDAQ
1237,005710,대원산업,KOSDAQ
1238,290380,대유,KOSDAQ
1239,120240,대정화금,KOSDAQ
1240,003310,대주산업,KOSDAQ
1241,078600,대주전자재료,KOSDAQ
1242,393970,대진첨단소재,KOSDAQ
1243,096350,대창솔루션,KOSDAQ
1244,140520,대창스틸,KOSDAQ
1245,131220,대한과학,KOSDAQ
1246,010170,대한광통신,KOSDAQ
1247,054670,대한뉴팜,KOSDAQ
1248,023910,대한약품,KOSDAQ
1249,021040,대호특수강,KOSDAQ
1250,021045,대호특수강우,KOSDAQ
1251,067080,대화제약,KOSDAQ
1252,298540,더네이쳐홀딩스,KOSDAQ
1253,032860,더라미,KOSDAQ
1254,393890,더블유씨피,KOSDAQ
1255,299170,더블유에스아이,KOSDAQ
1256,462860,더즌,KOSDAQ
1257,224060,더코디,KOSDAQ
1258,043090,더테크놀로지,KOSDAQ
1259,213420,덕산네오룩스,KOSDAQ
1260,317330,덕산테코피아,KOSDAQ
1261,077360,덕산하이메탈,KOSDAQ
1262,090410,덕신이피씨,KOSDAQ
1263,263600,덕우전자,KOSDAQ
1264,194480,데브시스터즈,KOSDAQ
1265,373160,데이원컴퍼니,KOSDAQ
1266,263800,데이타솔루션,KOSDAQ
1267,206560,덱스터,KOSDAQ
1268,261200,덴티스,KOSDAQ
1269,067990,도이치모터스,KOSDAQ
1270,006620,동구바이오제약,KOSDAQ
1271,100130,동국S&C,KOSDAQ
1272,005160,동국산업,KOSDAQ
1273,303810,동국생명과학,KOSDAQ
1274,075970,동국알앤에스,KOSDAQ
1275,086450,동국제약,KOSDAQ
1276,240550,동방메디컬,KOSDAQ
1277,099410,동방선기,KOSDAQ
1278,033500,동성화인텍,KOSDAQ
1279,025950,동신건설,KOSDAQ
1280,088130,동아엘텍,KOSDAQ
1281,041930,동아화성,KOSDAQ
1282,060380,동양에스텍,KOSDAQ
1283,079960,동양이엔피,KOSDAQ
1284,228340,동양파일,KOSDAQ
1285,088910,동우팜투테이블,KOSDAQ
1286,094170,동운아나텍,KOSDAQ
1287,013120,동원개발,KOSDAQ
1288,109860,동일금속,KOSDAQ
1289,032960,동일기연,KOSDAQ
1290,023790,동일스틸럭스,KOSDAQ
1291,005290,동진쎄미켐,KOSDAQ
1292,025900,동화기업,KOSDAQ
1293,131970,두산테스나,KOSDAQ
1294,073190,듀오백,KOSDAQ
1295,176750,듀켐바이오,KOSDAQ
1296,030350,드래곤플라이,KOSDAQ
1297,203650,드림시큐리티,KOSDAQ
1298,223250,드림씨아이에스,KOSDAQ
1299,060570,드림어스컴퍼니,KOSDAQ
1300,362990,드림인사이트,KOSDAQ
1301,016670,디모아,KOSDAQ
1302,187870,디바이스이엔지,KOSDAQ
1303,489730,디비금융제13호스팩,KOSDAQ
1304,110990,디아이티,KOSDAQ
1305,263690,디알젬,KOSDAQ
1306,214680,디알텍,KOSDAQ
1307,347850,디앤디파마텍,KOSDAQ
1308,263720,디앤씨미디어,KOSDAQ
1309,376300,디어유,KOSDAQ
1310,109740,디에스케이,KOSDAQ
1311,031860,디에이치엑스컴퍼니,KOSDAQ
1312,196490,디에이테크놀로지,KOSDAQ
1313,066900,디에이피,KOSDAQ
1314,092070,디엔에프,KOSDAQ
1315,039840,디오,KOSDAQ
1316,219550,디와이디,KOSDAQ
1317,310870,디와이씨,KOSDAQ
1318,104460,디와이피엔에프,KOSDAQ
1319,079810,디이엔티,KOSDAQ
1320,113810,디젠스,KOSDAQ
1321,043360,디지아이,KOSDAQ
1322,197140,디지캡,KOSDAQ
1323,068930,디지털대성,KOSDAQ
1324,033130,디지틀조선,KOSDAQ
1325,105740,디케이락,KOSDAQ
1326,263020,디케이앤디,KOSDAQ
1327,290550,디케이티,KOSDAQ
1328,066670,디티씨,KOSDAQ
1329,187220,디티앤씨,KOSDAQ
1330,383930,디티앤씨알오,KOSDAQ
1331,131180,딜리,KOSDAQ
1332,315640,딥노이드,KOSDAQ
1333,223310,딥마인드,KOSDAQ
1334,317120,라닉스,KOSDAQ
1335,462510,라메디텍,KOSDAQ
1336,042510,라온시큐어,KOSDAQ
1337,232680,라온테크,KOSDAQ
1338,418420,라온텍,KOSDAQ
1339,300120,라온피플,KOSDAQ
1340,171120,라이온켐텍,KOSDAQ
1341,388790,라이콤,KOSDAQ
1342,214260,라파스,KOSDAQ
1343,171010,램테크놀러지,KOSDAQ
1344,084650,랩지노믹스,KOSDAQ
1345,217500,러셀,KOSDAQ
1346,038390,레드캡투어,KOSDAQ
1347,294140,레몬,KOSDAQ
1348,443250,레뷰코퍼레이션,KOSDAQ
1349,228670,레이,KOSDAQ
1350,228850,레이언스,KOSDAQ
1351,412350,레이저쎌,KOSDAQ
1352,199550,레이저옵텍,KOSDAQ
1353,281740,레이크머티리얼즈,KOSDAQ
1354,277810,레인보우로보틱스,KOSDAQ
1355,215100,로보로보,KOSDAQ
1356,090360,로보스타,KOSDAQ
1357,108490,로보티즈,KOSDAQ
1358,900260,로스웰,KOSDAQ
1359,067730,로지시스,KOSDAQ
1360,071280,로체시스템즈,KOSDAQ
1361,328130,루닛,KOSDAQ
1362,038060,루멘스,KOSDAQ
1363,474170,루미르,KOSDAQ
1364,141080,리가켐바이오,KOSDAQ
1365,058470,리노공업,KOSDAQ
1366,016100,리더스코스메틱,KOSDAQ
1367,012700,리드코프,KOSDAQ
1368,302550,리메드,KOSDAQ
1369,073570,리튬포어스,KOSDAQ
1370,377450,리파인,KOSDAQ
1371,277070,린드먼아시아,KOSDAQ
1372,042500,링네트,KOSDAQ
1373,193250,링크드,KOSDAQ
1374,219420,링크제니시스,KOSDAQ
1375,439090,마녀공장,KOSDAQ
1376,195500,마니커에프앤지,KOSDAQ
1377,377480,마음AI,KOSDAQ
1378,305090,마이크로디지탈,KOSDAQ
1379,098120,마이크로컨텍솔,KOSDAQ
1380,424980,마이크로투나노,KOSDAQ
1381,038290,마크로젠,KOSDAQ
1382,267980,매일유업,KOSDAQ
1383,005990,매일홀딩스,KOSDAQ
1384,093520,매커스,KOSDAQ
1385,100590,머큐리,KOSDAQ
1386,067280,멀티캠퍼스,KOSDAQ
1387,072870,메가스터디,KOSDAQ
1388,215200,메가스터디교육,KOSDAQ
1389,133750,메가엠디,KOSDAQ
1390,446540,메가터치,KOSDAQ
1391,235980,메드팩토,KOSDAQ
1392,041920,메디아나,KOSDAQ
1393,014100,메디앙스,KOSDAQ
1394,054180,메디콕스,KOSDAQ
1395,086900,메디톡스,KOSDAQ
1396,078160,메디포스트,KOSDAQ
1397,408920,메쎄이상,KOSDAQ
1398,021880,메이슨캐피탈,KOSDAQ
1399,140410,메지온,KOSDAQ
1400,241770,메카로,KOSDAQ
1401,059210,메타바이오메드,KOSDAQ
1402,058110,멕아이씨에스,KOSDAQ
1403,434480,모니터랩,KOSDAQ
1404,080420,모다이노칩,KOSDAQ
1405,417970,모델솔루션,KOSDAQ
1406,080160,모두투어,KOSDAQ
1407,087260,모바일어플라이언스,KOSDAQ
1408,101330,모베이스,KOSDAQ
1409,012860,모베이스전자,KOSDAQ
1410,363260,모비데이즈,KOSDAQ
1411,348030,모비릭스,KOSDAQ
1412,250060,모비스,KOSDAQ
1413,288980,모아데이타,KOSDAQ
1414,142760,모아라이프플러스,KOSDAQ
1415,033200,모아텍,KOSDAQ
1416,333050,모코엠시스,KOSDAQ
1417,118990,모트렉스,KOSDAQ
1418,463480,모티브링크,KOSDAQ
1419,006920,모헨즈,KOSDAQ
1420,001810,무림SP,KOSDAQ
1421,279600,미디어젠,KOSDAQ
1422,095500,미래나노텍,KOSDAQ
1423,254490,미래반도체,KOSDAQ
1424,218150,미래생명자원,KOSDAQ
1425,442900,미래에셋드림스팩1호,KOSDAQ
1426,100790,미래에셋벤처투자,KOSDAQ
1427,446190,미래에셋비전스팩2호,KOSDAQ
1428,448830,미래에셋비전스팩3호,KOSDAQ
1429,477380,미래에셋비전스팩4호,KOSDAQ
1430,477470,미래에셋비전스팩5호,KOSDAQ
1431,478440,미래에셋비전스팩6호,KOSDAQ
1432,482680,미래에셋비전스팩7호,KOSDAQ
1433,049950,미래컴퍼니,KOSDAQ
1434,207760,미스터블루,KOSDAQ
1435,059090,미코,KOSDAQ
1436,214610,미코바이오메드,KOSDAQ
1437,201490,미투온,KOSDAQ
1438,475460,미트박스,KOSDAQ
1439,452200,민테크,KOSDAQ
1440,418470,밀리의서재,KOSDAQ
1441,206640,바디텍메드,KOSDAQ
1442,018700,바른손,KOSDAQ
1443,035620,바른손이앤에이,KOSDAQ
1444,053030,바이넥스,KOSDAQ
1445,301300,바이브컴퍼니,KOSDAQ
1446,064550,바이오니아,KOSDAQ
1447,314930,바이오다인,KOSDAQ
1448,208710,바이오로그디바이스,KOSDAQ
1449,086820,바이오솔루션,KOSDAQ
1450,038460,바이오스마트,KOSDAQ
1451,251120,바이오에프디엔씨,KOSDAQ
1452,199730,바이오인프라,KOSDAQ
1453,086040,바이오톡스텍,KOSDAQ
1454,099430,바이오플러스,KOSDAQ
1455,032980,바이온,KOSDAQ
1456,308080,바이젠셀,KOSDAQ
1457,043150,바텍,KOSDAQ
1458,323990,박셀바이오,KOSDAQ
1459,267790,배럴,KOSDAQ
1460,046310,백금T&A,KOSDAQ
1461,331520,밸로프,KOSDAQ
1462,199480,뱅크웨어글로벌,KOSDAQ
1463,438700,버넥트,KOSDAQ
1464,066410,버킷스튜디오,KOSDAQ
1465,382900,범한퓨얼셀,KOSDAQ
1466,206400,베노티앤알,KOSDAQ
1467,019010,베뉴지,KOSDAQ
1468,177350,베셀,KOSDAQ
1469,457600,벡트,KOSDAQ
1470,424760,벨로크,KOSDAQ
1471,225530,보광산업,KOSDAQ
1472,250000,보라티알,KOSDAQ
1473,310210,보로노이,KOSDAQ
1474,006910,보성파워텍,KOSDAQ
1475,226340,본느,KOSDAQ
1476,014470,부방,KOSDAQ
1477,008470,부스타,KOSDAQ
1478,338220,뷰노,KOSDAQ
1479,100120,뷰웍스,KOSDAQ
1480,406820,뷰티스킨,KOSDAQ
1481,337930,브랜드엑스코퍼레이션,KOSDAQ
1482,099390,브레인즈컴퍼니,KOSDAQ
1483,064480,브리지텍,KOSDAQ
1484,288330,브릿지바이오테라퓨틱스,KOSDAQ
1485,365900,브이씨,KOSDAQ
1486,089970,브이엠,KOSDAQ
1487,251630,브이원텍,KOSDAQ
1488,018290,브이티,KOSDAQ
1489,478560,블랙야크아이앤씨,KOSDAQ
1490,439580,블루엠텍,KOSDAQ
1491,033560,블루콤,KOSDAQ
1492,369370,블리츠웨이스튜디오,KOSDAQ
1493,126340,비나텍,KOSDAQ
